<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
Dollar,d,20200913,000000,231560.0000,234420.0000,231510.0000,234390.0000,0,234390.0000,43788
Dollar,d,20200914,000000,234360.0000,235920.0000,234310.0000,235920.0000,0,235920.0000,43788
Dollar,d,20200915,000000,235920.0000,266060.0000,235810.0000,266020.0000,0,266020.0000,43788
Dollar,d,20200916,000000,266050.0000,266060.0000,265950.0000,265980.0000,0,265980.0000,43788
Dollar,d,20200917,000000,266020.0000,268560.0000,265950.0000,267970.0000,0,267970.0000,43788
Dollar,d,20200919,000000,268060.0000,268060.0000,264450.0000,264480.0000,0,264480.0000,43788
Dollar,d,20200920,000000,264500.0000,273060.0000,264450.0000,272980.0000,0,272980.0000,43788
Dollar,d,20200921,000000,272970.0000,273060.0000,268450.0000,269450.0000,0,269450.0000,43788
Dollar,d,20200922,000000,269450.0000,272060.0000,269450.0000,272030.0000,0,272030.0000,43788
Dollar,d,20200923,000000,271950.0000,278060.0000,271950.0000,277980.0000,0,277980.0000,43788
Dollar,d,20200924,000000,278000.0000,278060.0000,277950.0000,277970.0000,0,277970.0000,43788
Dollar,d,20200926,000000,278020.0000,287560.0000,277950.0000,285060.0000,0,285060.0000,43788
Dollar,d,20200927,000000,284980.0000,287060.0000,284950.0000,287000.0000,0,287000.0000,43788
Dollar,d,20200928,000000,287000.0000,289560.0000,286950.0000,289470.0000,0,289470.0000,43788
Dollar,d,20200929,000000,289540.0000,289560.0000,284950.0000,285020.0000,0,285020.000,43788
Dollar,d,20200930,000000,285040.0000,287560.0000,284950.0000,287520.0000,0,287520.0000,43788
Dollar,d,20201001,000000,288000.0000,289060.0000,287990.0000,289040.0000,0,289040.000,43788
Dollar,d,20201003,000000,289060.0000,289060.0000,284450.0000,284490.0000,0,284490.0000,43788
Dollar,d,20201004,000000,284480.0000,284560.0000,269950.0000,269950.0000,0,269950.000,43788
Dollar,d,20201005,000000,270040.0000,282060.0000,269450.0000,281990.0000,0,281990.0000,43788
Dollar,d,20201006,000000,281990.0000,292060.0000,281950.0000,292000.0000,0,292000.000,43788
Dollar,d,20201007,000000,291950.0000,292060.0000,291950.0000,292020.0000,0,292020.000,43788
Dollar,d,20201008,000000,292000.0000,292060.0000,291950.0000,291980.0000,0,291980.0000,43788
Dollar,d,20201010,000000,292000.0000,299560.0000,291950.0000,299560.0000,0,299560.0000,43788
Dollar,d,20201011,000000,299450.0000,311560.0000,299450.0000,311450.0000,0,311450.0000,43788
Dollar,d,20201012,000000,311520.0000,311560.0000,301950.0000,303960.0000,0,303960.0000,43788
Dollar,d,20201013,000000,304040.0000,315060.0000,303950.0000,313020.0000,0,313020.000,43788
Dollar,d,20201014,000000,312990.0000,315860.0000,312950.0000,315000.0000,0,315000.000,43788
Dollar,d,20201015,000000,317000.0000,317060.0000,316950.0000,317040.0000,0,317040.0000,43788
Dollar,d,20201018,000000,317030.0000,320060.0000,316950.0000,318560.0000,0,318560.0000,43788
Dollar,d,20201019,000000,318450.0000,318560.0000,308950.0000,309030.0000,0,309030.0000,43788
Dollar,d,20201020,000000,309040.0000,309060.0000,275450.0000,275460.0000,0,275460.0000,43788
Dollar,d,20201021,000000,275470.0000,290860.0000,274450.0000,288020.0000,0,288020.0000,43788
Dollar,d,20201022,000000,292780.0000,294860.0000,292750.0000,293750.0000,0,293750.0000,43788
Dollar,d,20201024,000000,293820.0000,293860.0000,289950.0000,290000.0000,0,290000.0000,43788
Dollar,d,20201026,000000,289960.0000,289990.0000,279750.0000,279860.0000,0,279860.0000,43788
Dollar,d,20201027,000000,279770.0000,285360.0000,279750.0000,282250.0000,0,282250.0000,43788
Dollar,d,20201028,000000,282300.0000,282360.0000,278450.0000,278470.0000,0,278470.0000,43788
Dollar,d,20201029,000000,277460.0000,277560.0000,277450.0000,277500.0000,0,277500.0000,43788
Dollar,d,20201031,000000,277260.0000,277260.0000,268650.0000,268720.0000,0,268720.0000,43788
Dollar,d,20201101,000000,268670.0000,272060.0000,266950.0000,272060.0000,0,272060.0000,43788
Dollar,d,20201102,000000,272020.0000,282460.0000,271950.0000,282420.0000,0,282420.0000,43788
Dollar,d,20201104,000000,282440.0000,289360.0000,282350.0000,289270.0000,0,289270.0000,43788
Dollar,d,20201105,000000,268460.0000,268560.0000,263450.0000,263550.0000,0,263550.0000,43788
Dollar,d,20201107,000000,245050.0000,263450.0000,244950.0000,244990.0000,0,244990.0000,43788
Dollar,d,20201108,000000,228900.0000,235060.0000,228850.0000,234990.0000,0,234990.0000,43788
Dollar,d,20201109,000000,234950.0000,248060.0000,234950.0000,247990.0000,0,247990.000,43788
Dollar,d,20201110,000000,248030.0000,271060.0000,247950.0000,270990.0000,0,270990.0000,43788
Dollar,d,20201111,000000,271040.0000,271060.0000,269950.0000,269990.0000,0,269990.000,43788
Dollar,d,20201112,000000,269530.0000,269560.0000,268450.0000,268520.0000,0,268520.0000,43788
Dollar,d,20201114,000000,268550.0000,269560.0000,267450.0000,267530.0000,0,267530.000,43788
Dollar,d,20201115,000000,267480.0000,267560.0000,259950.0000,260030.0000,0,260030.0000,43788
Dollar,d,20201116,000000,260020.0000,260060.0000,258950.0000,258980.0000,0,258980.000,43788
Dollar,d,20201117,000000,258960.0000,262060.0000,258950.0000,258970.0000,0,258970.000,43788
Dollar,d,20201118,000000,259020.0000,259020.0000,256150.0000,256220.0000,0,256220.0000,43788
Dollar,d,20201119,000000,256170.0000,256260.0000,256150.0000,256200.0000,0,256200.0000,43788
Dollar,d,20201121,000000,256250.0000,260560.0000,256150.0000,259550.0000,0,259550.0000,43788
Dollar,d,20201122,000000,258470.0000,258560.0000,254450.0000,254460.0000,0,254460.0000,43788
Dollar,d,20201123,000000,256030.0000,256060.0000,255450.0000,255450.0000,0,255450.000,43788
Dollar,d,20201124,000000,255470.0000,255560.0000,250450.0000,250460.0000,0,250460.000,43788
Dollar,d,20201125,000000,250490.0000,250570.0000,249640.0000,250540.0000,0,250540.0000,43788
Dollar,d,20201126,000000,248500.0000,248570.0000,247460.0000,247570.0000,0,247570.0000,43788
Dollar,d,20201128,000000,247560.0000,247570.0000,247460.0000,247530.0000,0,247530.0000,43788
Dollar,d,20201129,000000,247560.0000,247570.0000,243950.0000,245510.0000,0,245510.0000,43788
Dollar,d,20201130,000000,245490.0000,253050.0000,245460.0000,250030.0000,0,250030.0000,43788
Dollar,d,20201201,000000,250070.0000,256270.0000,245160.0000,256160.0000,0,256160.0000,43788
Dollar,d,20201202,000000,256190.0000,256270.0000,256160.0000,256230.0000,0,256230.0000,43788
Dollar,d,20201203,000000,254730.0000,254770.0000,254640.0000,254680.0000,0,254680.0000,43788
Dollar,d,20201205,000000,254710.0000,257050.0000,254670.0000,257020.0000,0,257020.0000,43788
Dollar,d,20201206,000000,256950.0000,257050.0000,255940.0000,255950.0000,0,255950.0000,43788
Dollar,d,20201207,000000,256010.0000,256050.0000,255940.0000,255950.0000,0,255950.0000,43788
Dollar,d,20201208,000000,255980.0000,256050.0000,255940.0000,255940.0000,0,255940.0000,43788
Dollar,d,20201209,000000,255970.0000,259850.0000,255940.0000,259770.0000,0,259770.0000,43788
Dollar,d,20201210,000000,261250.0000,261250.0000,260640.0000,260650.0000,0,260650.0000,43788
Dollar,d,20201212,000000,260750.0000,260750.0000,259940.0000,260050.0000,0,260050.0000,43788
Dollar,d,20201213,000000,259960.0000,260050.0000,257940.0000,258040.0000,0,258040.0000,43788
Dollar,d,20201214,000000,257980.0000,258050.0000,256940.0000,256950.0000,0,256950.0000,43788
Dollar,d,20201215,000000,256960.0000,258550.0000,256440.0000,258540.0000,0,258540.0000,43788
Dollar,d,20201216,000000,258480.0000,259550.0000,257940.0000,258030.0000,0,258030.000,43788
Dollar,d,20201217,000000,258040.0000,258050.0000,257940.0000,258020.0000,0,258020.0000,43788
Dollar,d,20201219,000000,257440.0000,257550.0000,254940.0000,254990.0000,0,254990.000,43788
Dollar,d,20201220,000000,255050.0000,255050.0000,253940.0000,253960.0000,0,253960.0000,43788
Dollar,d,20201221,000000,253940.0000,254550.0000,252940.0000,254470.0000,0,254470.000,43788
Dollar,d,20201222,000000,254460.0000,255250.0000,254440.0000,255160.0000,0,255160.0000,43788
Dollar,d,20201223,000000,255250.0000,257850.0000,255140.0000,257850.0000,0,257850.000,43788
Dollar,d,20201224,000000,257810.0000,262050.0000,257740.0000,258620.0000,0,258620.000,43788
Dollar,d,20201226,000000,258570.0000,258650.0000,257040.0000,257110.0000,0,257110.0000,43788
Dollar,d,20201227,000000,257120.0000,257450.0000,256840.0000,257430.0000,0,257430.0000,43788
Dollar,d,20201228,000000,257350.0000,257450.0000,257340.0000,257360.0000,0,257360.0000,43788
Dollar,d,20201229,000000,257440.0000,257450.0000,256940.0000,256960.0000,0,256960.0000,43788
Dollar,d,20201230,000000,256980.0000,257050.0000,256940.0000,257040.0000,0,257040.000,43788
Dollar,d,20201231,000000,257020.0000,257050.0000,256940.0000,257010.0000,0,257010.000,43788
Dollar,d,20210102,000000,256990.0000,257050.0000,256140.0000,256190.0000,0,256190.0000,43788
Dollar,d,20210103,000000,256160.0000,256250.0000,255640.0000,255670.0000,0,255670.0000,43788
Dollar,d,20210104,000000,255650.0000,257750.0000,255640.0000,257640.0000,0,257640.0000,43788
Dollar,d,20210105,000000,257740.0000,259050.0000,257640.0000,259020.0000,0,259020.0000,43788
Dollar,d,20210106,000000,259030.0000,259050.0000,258440.0000,258540.0000,0,258540.0000,43788
Dollar,d,20210107,000000,257530.0000,257550.0000,255440.0000,255510.0000,0,255510.0000,43788
Dollar,d,20210109,000000,255550.0000,255550.0000,248640.0000,248660.0000,0,248660.0000,43788
Dollar,d,20210110,000000,248690.0000,248690.0000,245840.0000,248520.0000,0,248520.0000,43788
Dollar,d,20210111,000000,248450.0000,249550.0000,248440.0000,248490.0000,0,248490.0000,43788
Dollar,d,20210112,000000,248540.0000,248550.0000,248440.0000,248440.0000,0,248440.0000,43788
Dollar,d,20210113,000000,248520.0000,248550.0000,244940.0000,244980.0000,0,244980.0000,43788
Dollar,d,20210114,000000,242870.0000,242950.0000,239440.0000,239530.0000,0,239530.0000,43788
Dollar,d,20210116,000000,239540.0000,239540.0000,229440.0000,229470.0000,0,229470.0000,43788
Dollar,d,20210117,000000,229440.0000,229550.0000,229440.0000,229520.0000,0,229520.0000,43788
Dollar,d,20210118,000000,229550.0000,229550.0000,217900.0000,218010.0000,0,218010.0000,43788
Dollar,d,20210119,000000,215900.0000,217950.0000,203860.0000,217950.0000,0,217950.0000,43788
Dollar,d,20210120,000000,217940.0000,227550.0000,217840.0000,227520.0000,0,227520.0000,43788
Dollar,d,20210121,000000,226510.0000,226550.0000,226440.0000,226550.0000,0,226550.0000,43788
Dollar,d,20210123,000000,226530.0000,226530.0000,224240.0000,224320.0000,0,224320.000,43788
Dollar,d,20210124,000000,224340.0000,224350.0000,224240.0000,224340.0000,0,224340.0000,43788
Dollar,d,20210125,000000,224250.0000,229750.0000,224240.0000,229660.0000,0,229660.000,43788
Dollar,d,20210126,000000,229720.0000,229750.0000,229140.0000,229180.0000,0,229180.0000,43788
Dollar,d,20210127,000000,229150.0000,234150.0000,229140.0000,234130.0000,0,234130.000,43788
Dollar,d,20210128,000000,234070.0000,234150.0000,232040.0000,232110.0000,0,232110.0000,43788
Dollar,d,20210130,000000,232050.0000,237250.0000,232040.0000,237170.0000,0,237170.000,43788
Dollar,d,20210131,000000,237180.0000,239250.0000,237140.0000,239210.0000,0,239210.000,43788
Dollar,d,20210201,000000,239170.0000,239170.0000,238640.0000,238720.0000,0,238720.0000,43788
Dollar,d,20210202,000000,238650.0000,238750.0000,238640.0000,238710.0000,0,238710.0000,43788
Dollar,d,20210203,000000,238680.0000,238750.0000,237640.0000,237660.0000,0,237660.0000,43788
Dollar,d,20210204,000000,237500.0000,237550.0000,237440.0000,237470.0000,0,237470.0000,43788
Dollar,d,20210206,000000,237520.0000,237550.0000,237440.0000,237550.0000,0,237550.000,43788
Dollar,d,20210207,000000,237490.0000,237550.0000,236940.0000,236960.0000,0,236960.000,43788
Dollar,d,20210208,000000,237050.0000,237050.0000,236940.0000,236940.0000,0,236940.0000,43788
Dollar,d,20210209,000000,238970.0000,241050.0000,238940.0000,241030.0000,0,241030.0000,43788
Dollar,d,20210211,000000,245960.0000,247050.0000,245940.0000,246960.0000,0,246960.0000,43788
Dollar,d,20210213,000000,247040.0000,249850.0000,246940.0000,249810.0000,0,249810.0000,43788
Dollar,d,20210214,000000,249830.0000,249850.0000,249740.0000,249770.0000,0,249770.0000,43788
Dollar,d,20210215,000000,249780.0000,249850.0000,249740.0000,249740.0000,0,249740.0000,43788
Dollar,d,20210216,000000,249820.0000,249850.0000,249740.0000,249740.0000,0,249740.0000,43788
Dollar,d,20210217,000000,249780.0000,251850.0000,249740.0000,251750.0000,0,251750.0000,43788
Dollar,d,20210218,000000,251710.0000,253620.0000,251640.0000,251710.0000,0,251710.0000,43788
Dollar,d,20210220,000000,251750.0000,252250.0000,249920.0000,249990.0000,0,249990.0000,43788
Dollar,d,20210221,000000,249970.0000,250030.0000,242400.0000,242530.0000,0,242530.0000,43788
Dollar,d,20210222,000000,242510.0000,243750.0000,241790.0000,241880.0000,0,241880.0000,43788
Dollar,d,20210223,000000,241810.0000,246520.0000,241790.0000,246420.0000,0,246420.0000,43788
Dollar,d,20210224,000000,246510.0000,252520.0000,246410.0000,248210.0000,0,248210.0000,43788
Dollar,d,20210227,000000,248150.0000,253720.0000,248110.0000,252400.0000,0,252400.0000,43788
Dollar,d,20210228,000000,252430.0000,252440.0000,246960.0000,247050.0000,0,247050.0000,43788
Dollar,d,20210301,000000,247030.0000,249500.0000,246960.0000,247480.0000,0,247480.0000,43788
Dollar,d,20210302,000000,247580.0000,247590.0000,244280.0000,244370.0000,0,244370.0000,43788
Dollar,d,20210303,000000,244330.0000,247910.0000,244330.0000,246680.0000,0,246680.000,43788
Dollar,d,20210304,000000,246700.0000,246790.0000,246530.0000,246610.0000,0,246610.0000,43788
Dollar,d,20210306,000000,246580.0000,246770.0000,242700.0000,242710.0000,0,242710.000,43788
Dollar,d,20210307,000000,242800.0000,242810.0000,239850.0000,239900.0000,0,239900.0000,43788
Dollar,d,20210308,000000,239960.0000,244610.0000,239850.0000,243210.0000,0,243210.000,43788
Dollar,d,20210309,000000,243240.0000,244280.0000,241050.0000,242070.0000,0,242070.0000,43788
Dollar,d,20210310,000000,242100.0000,242710.0000,241240.0000,242420.0000,0,242420.000,43788
Dollar,d,20210313,000000,242400.0000,243850.0000,241770.0000,241770.0000,0,241770.000,43788
Dollar,d,20210314,000000,241810.0000,241880.0000,239100.0000,239170.0000,0,239170.0000,43788
Dollar,d,20210315,000000,239200.0000,239210.0000,239100.0000,239170.0000,0,239170.0000,43788
Dollar,d,20210316,000000,239200.0000,241380.0000,239100.0000,240890.0000,0,240890.0000,43788
Dollar,d,20210317,000000,240920.0000,240950.0000,240320.0000,240400.0000,0,240400.0000,43788
Dollar,d,20210318,000000,240410.0000,240430.0000,239550.0000,239550.0000,0,239550.000,43788
Dollar,d,20210327,000000,239640.0000,247580.0000,239550.0000,247560.0000,0,247560.000,43788
Dollar,d,20210328,000000,247510.0000,252350.0000,247470.0000,252330.0000,0,252330.0000,43788
Dollar,d,20210330,000000,252340.0000,257120.0000,252240.0000,252540.0000,0,252540.0000,43788
Dollar,d,20210331,000000,252550.0000,252550.0000,251990.0000,252040.0000,0,252040.0000,43788
Dollar,d,20210401,000000,252090.0000,252100.0000,251990.0000,252100.0000,0,252100.0000,43788
Dollar,d,20210403,000000,252010.0000,252100.0000,244600.0000,244650.0000,0,244650.0000,43788
Dollar,d,20210404,000000,244700.0000,244710.0000,242630.0000,242720.0000,0,242720.0000,43788
Dollar,d,20210405,000000,242660.0000,245310.0000,242630.0000,244050.0000,0,244050.0000,43788
Dollar,d,20210406,000000,244100.0000,247170.0000,244010.0000,247110.0000,0,247110.0000,43788
Dollar,d,20210407,000000,247150.0000,247170.0000,244620.0000,244620.0000,0,244620.0000,43788
Dollar,d,20210408,000000,244730.0000,244730.0000,244620.0000,244660.0000,0,244660.0000,43788
Dollar,d,20210410,000000,242890.0000,243570.0000,241860.0000,241880.0000,0,241880.0000,43788
Dollar,d,20210411,000000,241950.0000,243930.0000,241860.0000,242850.0000,0,242850.0000,43788
Dollar,d,20210412,000000,242920.0000,243740.0000,242520.0000,242960.0000,0,242960.0000,43788
Dollar,d,20210413,000000,243020.0000,243060.0000,240790.0000,240900.0000,0,240900.0000,43788
Dollar,d,20210414,000000,240800.0000,242390.0000,240790.0000,242350.0000,0,242350.0000,43788
Dollar,d,20210415,000000,240920.0000,241010.0000,239860.0000,239870.0000,0,239870.0000,43788
Dollar,d,20210417,000000,239930.0000,240000.0000,239860.0000,239930.0000,0,239930.0000,43788
Dollar,d,20210418,000000,239900.0000,240000.0000,238750.0000,238820.0000,0,238820.0000,43788
Dollar,d,20210419,000000,238830.0000,238860.0000,238170.0000,238170.0000,0,238170.000,43788
Dollar,d,20210420,000000,238190.0000,238280.0000,233640.0000,233740.0000,0,233740.0000,43788
Dollar,d,20210421,000000,233650.0000,233750.0000,233640.0000,233690.0000,0,233690.000,43788
Dollar,d,20210422,000000,233750.0000,233750.0000,233280.0000,233300.0000,0,233300.0000,43788
Dollar,d,20210424,000000,233350.0000,233390.0000,233280.0000,233370.0000,0,233370.000,43788
Dollar,d,20210425,000000,233280.0000,233390.0000,233280.0000,233390.0000,0,233390.0000,43788
Dollar,d,20210426,000000,233380.0000,233390.0000,232750.0000,232760.0000,0,232760.000,43788
Dollar,d,20210427,000000,232770.0000,234090.0000,232540.0000,232610.0000,0,232610.000,43788
Dollar,d,20210428,000000,232640.0000,232650.0000,232310.0000,232330.0000,0,232330.0000,43788
Dollar,d,20210429,000000,232410.0000,232420.0000,232310.0000,232310.0000,0,232310.0000,43788
Dollar,d,20210501,000000,232340.0000,232420.0000,229020.0000,229100.0000,0,229100.0000,43788
Dollar,d,20210502,000000,229110.0000,229130.0000,218380.0000,218380.0000,0,218380.0000,43788
Dollar,d,20210503,000000,218430.0000,218490.0000,217260.0000,217310.0000,0,217310.000,43788
Dollar,d,20210505,000000,214080.0000,214080.0000,206210.0000,209450.0000,0,209450.000,43788
Dollar,d,20210506,000000,206440.0000,206480.0000,206370.0000,206480.0000,0,206480.0000,43788
Dollar,d,20210508,000000,206390.0000,206480.0000,206370.0000,206370.0000,0,206370.0000,43788
Dollar,d,20210509,000000,206450.0000,207300.0000,206370.0000,207260.0000,0,207260.0000,43788
Dollar,d,20210510,000000,207240.0000,217040.0000,207190.0000,216130.0000,0,216130.0000,43788
Dollar,d,20210511,000000,216080.0000,223410.0000,216080.0000,221850.0000,0,221850.0000,43788
Dollar,d,20210512,000000,221860.0000,223410.0000,216080.0000,219750.0000,0,219750.0000,43788
Dollar,d,20210515,000000,220760.0000,223410.0000,216080.0000,220500.0000,0,220500.0000,43788
Dollar,d,20210516,000000,220520.0000,224160.0000,216080.0000,224140.0000,0,224140.0000,43788
Dollar,d,20210517,000000,224160.0000,225270.0000,222140.0000,222190.0000,0,222190.0000,43788
Dollar,d,20210518,000000,222240.0000,225380.0000,222140.0000,225340.0000,0,225340.0000,43788
Dollar,d,20210519,000000,225270.0000,225380.0000,221720.0000,221790.0000,0,221790.0000,43788
Dollar,d,20210520,000000,223990.0000,224020.0000,222930.0000,223000.0000,0,223000.0000,43788
Dollar,d,20210522,000000,222980.0000,223550.0000,222930.0000,223490.0000,0,223490.0000,43788
Dollar,d,20210523,000000,223440.0000,223990.0000,223390.0000,223510.0000,0,223510.0000,43788
Dollar,d,20210524,000000,223590.0000,225110.0000,223490.0000,224110.0000,0,224110.0000,43788
Dollar,d,20210525,000000,224120.0000,224430.0000,223150.0000,224100.0000,0,224100.0000,43788
Dollar,d,20210526,000000,224190.0000,225270.0000,224100.0000,225160.0000,0,225160.0000,43788
Dollar,d,20210527,000000,225260.0000,226570.0000,225170.0000,226470.0000,0,226470.0000,43788
Dollar,d,20210529,000000,226560.0000,234660.0000,226460.0000,234650.0000,0,234650.000,43788
Dollar,d,20210530,000000,234640.0000,238660.0000,226460.0000,238570.0000,0,238570.0000,43788
Dollar,d,20210531,000000,238590.0000,238660.0000,226460.0000,234060.0000,0,234060.000,43788
Dollar,d,20210601,000000,234000.0000,238660.0000,226460.0000,234160.0000,0,234160.0000,43788
Dollar,d,20210602,000000,234060.0000,234360.0000,228150.0000,234240.0000,0,234240.000,43788
Dollar,d,20210603,000000,234330.0000,234350.0000,233900.0000,234330.0000,0,234330.0000,43788
Dollar,d,20210607,000000,234340.0000,235960.0000,234240.0000,235950.0000,0,235950.000,43788
Dollar,d,20210608,000000,235890.0000,235960.0000,234820.0000,235490.0000,0,235490.000,43788
Dollar,d,20210609,000000,235480.0000,241550.0000,235440.0000,241440.0000,0,241440.0000,43788
Dollar,d,20210610,000000,239960.0000,240450.0000,239140.0000,239230.0000,0,239230.0000,43788
Dollar,d,20210612,000000,236740.0000,238350.0000,236140.0000,237750.0000,0,237750.0000,43788
Dollar,d,20210613,000000,238960.0000,241250.0000,238940.0000,241030.0000,0,241030.0000,43788
Dollar,d,20210614,000000,241040.0000,241050.0000,238550.0000,239720.0000,0,239720.000,43788
Dollar,d,20210615,000000,239990.0000,249050.0000,239950.0000,240530.0000,0,240530.000,43788
Dollar,d,20210616,000000,240480.0000,242250.0000,239450.0000,241750.0000,0,241750.0000,43788
Dollar,d,20210617,000000,241980.0000,244640.0000,241950.0000,244290.0000,0,244290.0000,43788
Dollar,d,20210619,000000,244510.0000,244640.0000,234690.0000,234980.0000,0,234980.0000,43788
Dollar,d,20210620,000000,234830.0000,240440.0000,234690.0000,239600.0000,0,239600.0000,43788
Dollar,d,20210621,000000,239900.0000,241440.0000,239190.0000,240990.0000,0,240990.0000,43788
Dollar,d,20210622,000000,241190.0000,243140.0000,241190.0000,242670.0000,0,242670.0000,43788
Dollar,d,20210623,000000,243190.0000,243340.0000,240790.0000,241790.0000,0,241790.0000,43788
Dollar,d,20210624,000000,241690.0000,242440.0000,241190.0000,241890.0000,0,241890.0000,43788
Dollar,d,20210626,000000,244500.0000,245940.0000,242290.0000,244540.0000,0,244540.0000,43788
Dollar,d,20210627,000000,243490.0000,246940.0000,243490.0000,246770.0000,0,246770.0000,43788
Dollar,d,20210628,000000,246390.0000,248640.0000,246290.0000,247120.0000,0,247120.0000,43788
Dollar,d,20210629,000000,248890.0000,252040.0000,248890.0000,249650.0000,0,249650.0000,43788
Dollar,d,20210630,000000,250120.0000,254130.0000,249990.0000,254000.0000,0,254000.0000,43788
Dollar,d,20210701,000000,253390.0000,253440.0000,250690.0000,251510.0000,0,251510.0000,43788
Dollar,d,20210703,000000,251490.0000,253840.0000,251390.0000,252360.0000,0,252360.0000,43788
Dollar,d,20210704,000000,254640.0000,254640.0000,251090.0000,251510.0000,0,251510.0000,43788
Dollar,d,20210705,000000,251190.0000,251340.0000,249490.0000,249720.0000,0,249720.0000,43788
Dollar,d,20210706,000000,251060.0000,251640.0000,250590.0000,251090.0000,0,251090.0000,43788
Dollar,d,20210707,000000,250490.0000,251340.0000,239990.0000,250860.0000,0,250860.000,43788
Dollar,d,20210708,000000,250990.0000,251140.0000,249490.0000,250190.0000,0,250190.0000,43788
Dollar,d,20210710,000000,250310.0000,250340.0000,248190.0000,249490.0000,0,249490.000,43788
Dollar,d,20210711,000000,249190.0000,250140.0000,248790.0000,249990.0000,0,249990.0000,43788
Dollar,d,20210712,000000,250070.0000,250140.0000,249290.0000,249690.0000,0,249690.000,43788
Dollar,d,20210713,000000,249650.0000,249740.0000,247090.0000,247590.0000,0,247590.0000,43788
Dollar,d,20210714,000000,247490.0000,247640.0000,244990.0000,246040.0000,0,246040.000,43788
Dollar,d,20210715,000000,246190.0000,247940.0000,246190.0000,246990.0000,0,246990.000,43788
Dollar,d,20210717,000000,247490.0000,248340.0000,247190.0000,247290.0000,0,247290.0000,43788
Dollar,d,20210718,000000,246890.0000,247640.0000,245190.0000,245290.0000,0,245290.0000,43788
Dollar,d,20210719,000000,245490.0000,245640.0000,244090.0000,244640.0000,0,244640.0000,43788
Dollar,d,20210720,000000,244860.0000,245440.0000,244790.0000,245190.0000,0,245190.0000,43788
Dollar,d,20210722,000000,246250.0000,246340.0000,246190.0000,246280.0000,0,246280.000,43788
Dollar,d,20210724,000000,246310.0000,247340.0000,246190.0000,247090.0000,0,247090.000,43788
Dollar,d,20210725,000000,247490.0000,249630.0000,247490.0000,247790.0000,0,247790.0000,43788
Dollar,d,20210726,000000,247990.0000,251040.0000,247890.0000,250490.0000,0,250490.0000,43788
Dollar,d,20210727,000000,250690.0000,252340.0000,250690.0000,251660.0000,0,251660.0000,43788
Dollar,d,20210728,000000,251690.0000,256240.0000,251690.0000,255990.0000,0,255990.0000,43788
Dollar,d,20210731,000000,260270.0000,269940.0000,256990.0000,257290.0000,0,257290.0000,43788
Dollar,d,20210801,000000,257190.0000,257640.0000,254290.0000,254890.0000,0,254890.0000,43788
Dollar,d,20210802,000000,255820.0000,256640.0000,254590.0000,255190.0000,0,255190.0000,43788
Dollar,d,20210803,000000,255790.0000,258140.0000,255690.0000,257290.0000,0,257290.0000,43788
Dollar,d,20210804,000000,257310.0000,257340.0000,254690.0000,256190.0000,0,256190.0000,43788
Dollar,d,20210805,000000,256560.0000,256740.0000,255790.0000,256190.0000,0,256190.0000,43788
Dollar,d,20210807,000000,254240.0000,257140.0000,253990.0000,256380.0000,0,256380.0000,43788
Dollar,d,20210808,000000,256360.0000,257440.0000,252390.0000,256890.0000,0,256890.0000,43788
Dollar,d,20210809,000000,256310.0000,259940.0000,256190.0000,259090.0000,0,259090.0000,43788
Dollar,d,20210810,000000,259030.0000,263940.0000,258990.0000,263340.0000,0,263340.0000,43788
Dollar,d,20210811,000000,264690.0000,267640.0000,263790.0000,266090.0000,0,266090.0000,43788
Dollar,d,20210812,000000,265920.0000,266840.0000,262890.0000,264290.0000,0,264290.0000,43788
Dollar,d,20210814,000000,263240.0000,267240.0000,262590.0000,263190.0000,0,263190.0000,43788
Dollar,d,20210815,000000,263490.0000,269540.0000,263490.0000,268990.0000,0,268990.0000,43788
Dollar,d,20210816,000000,269120.0000,269140.0000,268990.0000,269070.0000,0,269070.000,43788
Dollar,d,20210817,000000,268990.0000,269140.0000,268990.0000,268990.0000,0,268990.0000,43788
Dollar,d,20210821,000000,269080.0000,269140.0000,268990.0000,269110.0000,0,269110.000,43788
Dollar,d,20210822,000000,274990.0000,275440.0000,273490.0000,274490.0000,0,274490.0000,43788
Dollar,d,20210823,000000,274530.0000,276940.0000,273690.0000,276590.0000,0,276590.000,43788
Dollar,d,20210824,000000,277190.0000,278940.0000,275690.0000,276530.0000,0,276530.0000,43788
Dollar,d,20210825,000000,277390.0000,280940.0000,276790.0000,278490.0000,0,278490.000,43788
Dollar,d,20210826,000000,279580.0000,280240.0000,277890.0000,278990.0000,0,278990.000,43788
Dollar,d,20210828,000000,282390.0000,283740.0000,281190.0000,282010.0000,0,282010.0000,43788
Dollar,d,20210829,000000,281890.0000,282040.0000,275490.0000,276080.0000,0,276080.0000,43788
Dollar,d,20210830,000000,274010.0000,274010.0000,269350.0000,270640.0000,0,270640.0000,43788
Dollar,d,20210831,000000,273870.0000,274310.0000,272250.0000,274220.0000,0,274220.0000,43788
Dollar,d,20210901,000000,273280.0000,273410.0000,270050.0000,270350.0000,0,270350.000,43788
Dollar,d,20210902,000000,270970.0000,272910.0000,270850.0000,272910.0000,0,272910.000,43788
Dollar,d,20210904,000000,272870.0000,274110.0000,270050.0000,270310.0000,0,270310.0000,43788
